Location,Period,Indicator,Dim1,First Tooltip
Algeria,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.18
Algeria,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,26.56
Algeria,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,23.72
Algeria,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.48
Algeria,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,26.85
Algeria,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.04
Algeria,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.78
Algeria,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,27.09
Algeria,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.42
Algeria,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,26.17
Algeria,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,27.52
Algeria,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.75
Algeria,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,26.71
Algeria,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,28.12
Algeria,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,25.22
Algeria,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,27.43
Algeria,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,28.89
Algeria,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,25.91
Algeria,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,28.38
Algeria,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,29.89
Algeria,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,26.8
Algeria,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,29.5
Algeria,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,30.89
Algeria,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,28.05
Algeria,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,30.76
Algeria,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,32.36
Algeria,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,29.09
Algeria,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,32.12
Algeria,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,33.84
Algeria,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,30.32
Algeria,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,33.57
Algeria,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,35.5
Algeria,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,31.54
Algeria,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,35.05
Algeria,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,37.15
Algeria,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,32.86
Algeria,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,36.5
Algeria,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,38.9
Algeria,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,33.98
Algeria,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,37.79
Algeria,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,40.66
Algeria,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,34.78
Algeria,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,38.86
Algeria,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,41.6
Algeria,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,35.97
Algeria,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,39.67
Algeria,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,42.54
Algeria,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,36.65
Algeria,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,40.26
Algeria,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,43.43
Algeria,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,36.93
Algeria,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,40.82
Algeria,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,44.3
Algeria,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,37.17
Algeria,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,41.56
Algeria,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,45.09
Algeria,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,37.86
Algeria,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,42.51
Algeria,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,46.14
Algeria,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,38.72
Algeria,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,43.6
Algeria,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,47.26
Algeria,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,39.78
Algeria,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,44.77
Algeria,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,48.49
Algeria,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,40.87
Algeria,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,45.94
Algeria,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,49.75
Algeria,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,41.93
Algeria,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,47.04
Algeria,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,50.95
Algeria,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,42.91
Algeria,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,48.15
Algeria,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,52.13
Algeria,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,43.99
Algeria,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,49.49
Algeria,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,53.58
Algeria,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,45.2
Algeria,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,51.34
Algeria,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,55.62
Algeria,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,46.88
Algeria,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,54.19
Algeria,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,58.64
Algeria,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,49.5
Algeria,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,58.64
Algeria,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,63.3
Algeria,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,53.71
Algeria,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,65.21
Algeria,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,70.28
Algeria,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,59.9
Algeria,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,74.64
Algeria,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,79.78
Algeria,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,69.25
Algeria,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,87.33
Algeria,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,92.07
Algeria,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,82.37
Algeria,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,102.6
Algeria,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,106.7
Algeria,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,98.27
Algeria,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,118.9
Algeria,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,122.1
Algeria,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,115.5
Algeria,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,134.9
Algeria,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,137.4
